"",Budget brand,bergamo,30.900000000000002,3
"",Budget brand,tisa,21814.48,997
mouse,Budget brand,zwerg,529.94,18
"",Budget brand,attribute,136101.43,6354
audio,Budget brand,moxom,37.32,1
pillow,Budget brand,mariaiskusnica,604.75,27
appliances,Budget brand,beurer,1831.4299999999996,21
appliances,High-end brand,tigerking,58644.280000000006,43
"",Budget brand,norplast,11045.919999999998,351
appliances,Affordable brand,resanta,15016.820000000007,218
stationery,Budget brand,colorway,77.04,6
chair,Budget brand,teknum,351097.6899999998,4574
"",Budget brand,gaissina,460000.64000000036,7942
appliances,Budget brand,alteco,297893.66,3446
kids,Budget brand,buttonblue,789.4199999999998,174
electronics,Budget brand,cortland,1636458.3099999998,16406
accessories,Budget brand,voyager,3099.4399999999996,86
"",Budget brand,lalique,176744.03999999998,3310
"",Budget brand,crest,2711.89,325
appliances,Budget brand,prc,180.18,2
lawn_mower,Affordable brand,gardena,40270.36999999999,309
kitchen,Affordable brand,chicco,1260032.72,5924
audio,Budget brand,jbl,7164659.500000076,125991
"",Affordable brand,zhejiangjiajia,116943.06000000003,474
bathroom,High-end brand,ravak,78304.91,148
headphone,Budget brand,borasco,387.28000000000014,94
"",Affordable brand,deeper,1382364.3900000013,4625
"",Budget brand,sordiant,212894.06999999977,3992
"",Budget brand,solite,130643.91000000002,1351
"",Budget brand,badlandgames,409703.0900000002,6790
accessories,Affordable brand,shimano,59729.63,636
appliances,Mid-range brand,volcano,327884.39,755
accessories,Affordable brand,intego,647633.5099999994,5304
vacuum,Affordable brand,einhell,42319.619999999995,253
bathroom,Mid-range brand,am.pm,57321.69000000001,229
electronics,Affordable brand,cover,2285757.6900000023,7349
appliances,Mid-range brand,fubag,33351.09000000001,374
appliances,Budget brand,imetec,2878.41,102
tools,Affordable brand,xiaomi,284953.1099999998,4072
headphone,Budget brand,monster,10795.990000000002,163
desktop,High-end brand,silva,4329.9,17
light,Affordable brand,bohemia,45373.630000000005,514
"",Budget brand,karat,1417383.360000005,26262
"",Affordable brand,fenix,496822.97999999986,4240
videoregister,Affordable brand,mio,409937.88000000006,2980
cultivator,Affordable brand,hyundai,822259.4099999995,2200
accessories,Mid-range brand,dometic,132786.28000000003,594
accessories,Mid-range brand,blackvue,1351147.1500000001,3174
electronics,Affordable brand,laudio,108995.57999999997,761
environment,Affordable brand,philips,1.8105977759999968E7,70957
furniture,Budget brand,rosa,323056.80000000016,4789
bed,Affordable brand,graco,11518.320000000002,88
"",Affordable brand,konlega,228642.01000000004,323
appliances,Budget brand,ibili,7621.039999999997,248
shoes,Budget brand,xti,9753.25,185
"",Affordable brand,bushnell,278195.9400000001,1631
appliances,Budget brand,stern,1588.2999999999997,74
appliances,Budget brand,sonar,522.5799999999999,29
computers,Budget brand,remix,122007.81999999995,1606
bed,Budget brand,caramelia,77097.73000000004,616
personal,Budget brand,wahl,100315.09000000003,1232
"",Budget brand,poppops,1135.08,142
construction,Affordable brand,carver,165291.49999999997,1911
"",Budget brand,lifetrons,8804.83,335
headphone,Budget brand,razer,388928.7400000001,3832
bag,Budget brand,andromeda,2460.5199999999995,86
"",Budget brand,framesi,13920.16,457
clocks,High-end brand,garmin,7.733724945000005E7,88036
"",High-end brand,becker,85008.71,83
clocks,Mid-range brand,michaelkors,640911.7900000002,1907
hood,Mid-range brand,electrolux,937438.08,3229
toys,Budget brand,zapfcreation,2370.0599999999995,21
kettle,Budget brand,agness,14.75,1
components,Budget brand,bamboo,6857.620000000003,77
projector,Affordable brand,dune,29824.880000000012,47
"",High-end brand,suzuki,137944.87999999995,163
living_room,High-end brand,uta,90503.97999999995,94
fmcg,Budget brand,pampers,28503.280000000002,3758
kitchen,Budget brand,kumtel,8741.56,156
bag,Budget brand,hama,18307.380000000005,1047
cooler,Budget brand,titan,247.02,40
furniture,Budget brand,tizo,4487.639999999999,376
appliances,Budget brand,galaxy,1296337.7899999972,42666
kitchen,Affordable brand,dexp,14892.309999999996,196
subwoofer,Budget brand,vibe,13567.680000000002,178
toster,,"",38660.28999999999,1795
carriage,Budget brand,yoya,734003.5199999996,8760
carriage,Affordable brand,adil,231.66,3
sport,Budget brand,fischer,129989.29000000002,213
electronics,Mid-range brand,umi,8142857.580000031,16545
auto,Budget brand,bluesonic,30935.269999999993,463
air_conditioner,Affordable brand,panasonic,656537.1100000001,580
"",Affordable brand,glamvers,4908.91,61
toys,Budget brand,hotwheels,9311.190000000002,304
"",Budget brand,eskar,11077.140000000003,665
"",Affordable brand,kraftool,87671.36000000002,643
"",Affordable brand,beko,4151592.7999999947,12695
"",Budget brand,hasbro,808095.3800000001,21300
glove,Budget brand,five,3783.7799999999997,49
"",Budget brand,sonny,14733.949999999993,197
environment,Affordable brand,forza,19514.529999999995,255
apparel,Affordable brand,fila,1717510.5999999987,19092
saw,Affordable brand,zubr,256613.26999999987,2452
furniture,High-end brand,giornonotte,2811617.1200000006,4132
appliances,Affordable brand,ikea,67552.44,433
sport,Affordable brand,racer,645336.8500000001,3803
tools,Budget brand,stanley,754103.7500000001,4089
microphone,Budget brand,superlux,8818.92,123
light,Budget brand,mica,1492.8000000000002,40
accessories,Affordable brand,travelite,19702.179999999997,213
skates,High-end brand,joyor,633441.16,1086
bedroom,Mid-range brand,value,53743.620000000046,137
oven,High-end brand,siemens,53579.13000000001,44
chair,High-end brand,gomeldrev,2007.7200000000003,13
keds,Budget brand,rieker,19408.569999999985,242
hood,High-end brand,bompani,8947.660000000002,41
accessories,Budget brand,tyr,978.1200000000002,19
kitchen,Affordable brand,ersport,1607255.2800000005,10675
"",Budget brand,goliath,13258.900000000003,472
"",Budget brand,mexx,28573.979999999996,1269
iron,Budget brand,elenberg,369099.68000000034,20618
headphone,Budget brand,acme,72213.82,2424
faucet,Affordable brand,omoikiri,230007.3,1055
"",High-end brand,qnap,185980.04999999993,257
auto,Affordable brand,imx,983417.2699999998,3773
components,High-end brand,jacobdelafon,85420.05,111
kitchen,Affordable brand,bts,1277959.3600000024,17719
apparel,Affordable brand,reebok,2669496.0300000054,24830
furniture,Budget brand,pituso,571817.9299999999,4810
"",Budget brand,knauf,3392.9700000000003,741
carriage,Mid-range brand,verdi,633382.2299999996,1398
parktronic,Budget brand,flashpoint,13071.239999999996,513
environment,High-end brand,tigerking,58644.280000000006,43
"",Affordable brand,almada,1998080.0600000024,13797
player,Budget brand,clarion,91660.83999999998,1162
audio,Budget brand,phantom,95807.94000000024,5992
bag,Budget brand,fabrikakarteks,1128.62,33
blender,Affordable brand,dauscher,203974.82000000007,6778
bicycle,Affordable brand,lux,33258.38,625
components,Budget brand,chieftec,180756.39,2209
peripherals,High-end brand,asus,6563256.219999997,11220
scales,Budget brand,omron,102898.06000000003,2028
components,Affordable brand,amd,6377098.370000003,32487
ballet_shoes,Budget brand,pablosky,11030.050000000001,231
electronics,Mid-range brand,bose,3103008.330000001,6687
acoustic,High-end brand,gretsch,82393.35999999999,145
construction,Affordable brand,granfest,304.87,6
bag,Mid-range brand,coccinelle,1827196.9599999997,4119
"",Affordable brand,torrent,484.99999999999994,50
generator,High-end brand,lutian,13055.640000000001,19
"",High-end brand,trevi,74597.04000000001,126
kitchen,Budget brand,maman,15131.880000000003,128
"",Affordable brand,greyder,28768.04,508
bag,Budget brand,sumdex,114275.17000000007,5294
juicer,Budget brand,clatronic,2282.8899999999994,108
videocards,Mid-range brand,palit,1.0172257989999996E7,30766
living_room,Affordable brand,quatro,16381.170000000006,119
environment,Mid-range brand,delonghi,115896.06000000001,566
juicer,Budget brand,maxwell,11295.88,749
headphone,Budget brand,superlux,7530.859999999999,130
environment,Affordable brand,ilife,1050265.020000001,4098
chair,Affordable brand,polini,124260.44,1778
kids,Budget brand,toocool,2743.1000000000004,95
"",Affordable brand,antoniolavazza,1904.79,19
electronics,Budget brand,naranda,11692.959999999995,126
"",Affordable brand,sisley,40534.73,236
"",Affordable brand,nixx,15881.44,141
audio,High-end brand,proel,147099.44000000003,213
blanket,,"",559637.6400000001,15598
"",Budget brand,note,14965.58,1541
computers,Budget brand,d-link,8409.499999999996,50
"",Mid-range brand,candy,1357073.9600000002,3405
memory,Budget brand,hynix,2051.7800000000007,62
"",Affordable brand,sonor,44187.310000000005,203
"",Budget brand,bsn,265628.08,4996
"",Affordable brand,teploross,1341466.35,2908
telephone,Budget brand,irbis,17958.429999999997,1449
trainer,Affordable brand,longstyle,229319.09000000003,1001
peripherals,Mid-range brand,e-blue,1684.7899999999997,119
photo,Mid-range brand,olympus,35018.520000000004,36
dolls,Budget brand,x-game,2047.7400000000007,390
"",High-end brand,sports,264131.1200000001,440
trainer,Mid-range brand,chaod,2162.2,5
kids,Budget brand,puzzles,47.480000000000004,5
"",Mid-range brand,amos,190095.8,494
slipons,Budget brand,skechers,901.0,25
bicycle,,"",536257.6899999998,5399
cartrige,High-end brand,canon,59717.119999999995,1553
electronics,Affordable brand,prology,4570.580000000002,84
"",High-end brand,husqvarna,662567.7200000001,501
kettle,Affordable brand,bosch,714728.5900000005,9163
furniture,Affordable brand,dardav,136980.04999999993,464
kids,Budget brand,magic,3732.9500000000007,151
furniture,Affordable brand,fant-mebel,66196.25999999995,234
shoes,Budget brand,nexpero,4183385.349999996,56729
computers,Budget brand,supermicro,4472.679999999999,70
"",High-end brand,powertec,2577215.64,1821
"",High-end brand,helvetia,4341059.35999999,3652
appliances,Budget brand,irest,68239.40000000001,718
"",Affordable brand,diamant,1396537.93,8874
"",Budget brand,salmo,18232.289999999997,1253
umbrella,Budget brand,fabretti,68127.35999999997,3836
audio,Budget brand,siee,5534.0999999999985,43
"",Affordable brand,salewa,143834.45999999996,1012
kettle,Affordable brand,moulinex,46920.50000000002,1058
"",Budget brand,bohemian,11293.750000000002,125
shorts,Budget brand,crockid,1216.7000000000005,296
subwoofer,Affordable brand,kenwood,694647.6200000003,9089
electronics,Affordable brand,swatch,886783.4600000003,7823
appliances,Budget brand,kelli,6879.16,117
bedroom,Budget brand,lorelli-bertoni,5391.83,62
welding,Budget brand,enkor,2273.409999999999,43
electronics,Affordable brand,yasin,1.5329048099999957E7,67876
chair,Affordable brand,brevi,36464.919999999984,328
"",Budget brand,lador,2123.4599999999996,174
environment,High-end brand,chigo,1018718.1099999998,1759
"",Budget brand,blaumann,8098.289999999998,165
components,Budget brand,apacer,446496.8,10887
apparel,Mid-range brand,quinny,21519.299999999992,110
kitchen,Mid-range brand,fly,2673.75,155
"",Affordable brand,police,57019.98999999998,329
computers,Budget brand,manhattan,746.6999999999999,102
chair,Budget brand,mifold,8366.720000000003,136
sport,Affordable brand,bodysculpture,965989.3500000003,4737
audio,Budget brand,kicx,1325926.890000001,25903
apparel,Budget brand,pablosky,688888.5799999997,10796
refrigerators,Budget brand,willmark,14317.249999999996,90
computers,High-end brand,canon,9334666.580000043,41060
sport,Affordable brand,mooveandfun,16984.289999999997,159
"",Budget brand,lcf,23342.11,1317
"",Affordable brand,forward,169198.90999999997,2661
"",Budget brand,revlon,2254.0,196
monitor,High-end brand,viewsonic,141803.05000000002,248
"",Budget brand,kirovskaakeramika,160.84,4
electronics,Budget brand,skullcandy,762.7,10
headphone,Budget brand,delux,3678.0300000000007,295
kids,Budget brand,altacto,1636.4700000000003,189
"",Budget brand,zadoor,178.44,4
"",Budget brand,unison,10398.870000000003,542
memory,Budget brand,hyperx,974587.2300000006,5712
headphone,Budget brand,sven,238190.1200000002,11457
toys,Budget brand,battat,808.9199999999998,28
swing,Budget brand,fitchbaby,28885.500000000004,490
computers,Budget brand,goodram,35704.979999999996,858
shoes,Affordable brand,ara,210511.33000000005,1572
kids,Budget brand,rw,89290.88999999998,1393
"",High-end brand,kranzle,436878.49000000005,455
"",Affordable brand,toyota,265869.70999999985,1916
bag,Budget brand,trunki,398.97,13
tv,Mid-range brand,lg,2.0795192055999932E8,351790
"",Budget brand,odri,25.25,2
electronics,Affordable brand,detomaso,17660.530000000002,79
sport,Mid-range brand,author,1107202.44,3280
computers,Budget brand,pccooler,55351.620000000024,2615
"",Affordable brand,gigabyte,41226.69999999999,423
costume,,"",1.1565933220000075E7,164780
"",Budget brand,elaud,6922.5199999999995,435
construction,Affordable brand,teorema,149504.78000000006,809
construction,Budget brand,wester,51.42,2
belt,Budget brand,bond,16219.000000000013,700
audio,Affordable brand,laudio,108995.57999999997,761
"",Budget brand,nutrilon,109051.83000000016,8872
washer,High-end brand,daewoo,763561.6199999996,932
"",Affordable brand,hayali,177855.43999999997,935
water_heater,Budget brand,etalon,6747.660000000002,57
carriage,Affordable brand,kiddy,21572.400000000005,120
air_conditioner,Mid-range brand,samsung,4913640.560000007,10697
"",Affordable brand,hansa,2.2036820130000018E7,56518
camera,High-end brand,canon,7882837.69,9939
saw,Affordable brand,dremel,27012.049999999996,291
"",Budget brand,satagood,38.61,1
electronics,Affordable brand,adagio,76252.35,704
microwave,Affordable brand,bosch,1103331.7999999998,2840
drill,Mid-range brand,makita,7252507.60999999,30075
"",Affordable brand,valve,28498.6,226
"",Budget brand,giti,900.9000000000002,10
bag,Budget brand,shoiberg,44004.34,818
kids,Budget brand,moony,22251.29,1183
kitchen,Affordable brand,indesit,1.1208412221000005E8,428850
shoes,Affordable brand,fila,1220038.6799999992,11842
audio,Budget brand,clarion,12172.869999999997,190
"",Affordable brand,nikotex,212454.01999999993,1857
apparel,Budget brand,ciaobimbi,10155.92,200
video,Affordable brand,epson,5038480.28,7843
grill,Affordable brand,bosch,589297.4900000001,3974
dishwasher,Affordable brand,gorenje,3814691.8700000006,9668
electronics,High-end brand,ecler,3674.7200000000003,7
bed,Affordable brand,chicco,1084648.05,4055
desktop,High-end brand,pulser,9.948856672000003E7,135853
environment,Mid-range brand,miele,297548.67000000004,855
"",Mid-range brand,koffer,128035.52000000002,387
"",Budget brand,stayer,365187.0700000002,9145
"",Budget brand,nobleroyale,1647.3600000000004,64
kitchen,Affordable brand,halmar,160104.92,673
audio,Budget brand,canyon,12632.66,1085
hair_cutter,Budget brand,polaris,75056.37999999996,3550
construction,Budget brand,rotorazer,4633.199999999999,60
"",Affordable brand,barretoni,3963.9599999999996,22
construction,Affordable brand,maysun,10993.259999999998,106
kids,Budget brand,mioshi,107.06,53
"",High-end brand,xxr,961493.1000000004,922
"",Affordable brand,zubr,1282672.6399999992,19363
refrigerators,High-end brand,kuppersbusch,275604.21,135
"",Budget brand,himalaya,37.23,17
kids,Budget brand,fisher-price,116040.04999999999,3066
"",Mid-range brand,stabila,61785.09999999999,174
bag,Budget brand,keddo,138.24,3
"",Budget brand,bionime,667.9200000000001,33
player,Budget brand,jvc,3313374.5600000005,33123
"",Budget brand,avene,90390.43,5253
kids,Budget brand,dickie,48343.200000000084,2525
"",Budget brand,tierra,5851.040000000003,124
tshirt,,"",13844.459999999994,478
bedroom,Budget brand,sonoterra,515.24,21
oven,Budget brand,akel,19807.5,285
"",Budget brand,handwers,51608.41999999999,1796
"",Affordable brand,vitebskiekovry,528481.2099999998,4682
kitchen,High-end brand,kettler,689314.3199999996,807
vacuum,Mid-range brand,metabo,31189.800000000007,105
ironing_board,Affordable brand,braun,196984.95,1983
"",Mid-range brand,sowell,3336.0,8
personal,Budget brand,vitek,298176.85999999987,12149
electronics,High-end brand,google,1.3525752119999992E7,18760
headphone,Affordable brand,casio,4597.069999999999,47
motherboard,,"",1401.8400000000001,145
welding,Mid-range brand,aurora,1314854.95,3228
"",Budget brand,hotwheels,30311.079999999987,748
refrigerators,Mid-range brand,hotpoint-ariston,1610596.0400000003,2026
toster,Budget brand,natrol,7018.4,580
"",Budget brand,christina,87464.44999999997,2838
meat_grinder,Budget brand,maxwell,44821.01,1283
oven,Mid-range brand,fagor,1845.58,4
clocks,High-end brand,longines,1.5603716539999994E7,9928
tablet,Budget brand,genius,14956.300000000003,297
tablet,High-end brand,acer,932071.3700000006,7013
washer,Mid-range brand,lg,1.3141103300000054E8,306091
headphone,Budget brand,urbanears,15548.749999999996,175
"",Budget brand,energybodysystems,81.02999999999999,37
"",Budget brand,trussardi,256911.69,4343
kids,Budget brand,sachiko,1494.9699999999991,110
"",Budget brand,korda,365.82,14
"",Budget brand,clarion,8872.769999999999,24
sewing_machine,High-end brand,jack,666589.6499999998,1465
electronics,High-end brand,blam,2102156.46,2139
"",Affordable brand,karmen,463644.59,2483
appliances,Affordable brand,carino,266.62,2
light,Affordable brand,maysun,10993.259999999998,106
"",Mid-range brand,torgue,11920.500000000002,30
kids,Budget brand,goon,212.88000000000002,12
toys,Budget brand,henglei,26855.940000000006,1047
bag,Budget brand,stels,4138.299999999999,205
"",Budget brand,kelli,161355.92000000013,4382
carriage,Budget brand,glory,8338.939999999999,117
accessories,Budget brand,airline,62217.7,1693
"",Budget brand,nuk,6067.26,148
construction,Budget brand,ansmann,21505.550000000003,1615
refrigerators,Mid-range brand,franke,244911.45,185
stationery,High-end brand,canon,59717.119999999995,1553
player,,"",1.824774796999997E7,142290
living_room,High-end brand,silva,1004652.1399999997,1932
furniture,Budget brand,sheffilton,8812.970000000001,416
sandals,Budget brand,pablosky,17885.34,465
camera,High-end brand,dji,1902163.019999999,4412
"",Budget brand,lacoste,897431.6399999998,16740
electronics,Affordable brand,epson,5038480.28,7843
shoes,Budget brand,baratto,205857.58999999997,2656
electronics,High-end brand,rcf,448359.4300000001,667
appliances,Budget brand,polaris,8345822.669999995,161304
faucet,Budget brand,voda,6456.800000000002,94
country_yard,Budget brand,palisad,16105.670000000004,642
furniture,High-end brand,divalux,878622.8399999996,1004
bicycle,Budget brand,centurion,72138.44999999998,249
"",Budget brand,drsea,2066.7000000000003,171
"",Budget brand,idealspaten,4974.49,209
"",Mid-range brand,olympus,470553.30000000005,651
"",Budget brand,freshfruit,23.690000000000005,23
stationery,Affordable brand,epson,52125.07999999998,1577
electronics,Mid-range brand,toshiba,1.1289188559999995E7,24186
apparel,Budget brand,shagovita,1165386.0499999986,12943
computers,Budget brand,airmax,282.63,11
meat_grinder,Budget brand,bene,99885.32999999994,1616
"",Budget brand,harte,1896.82,28
video,Budget brand,bluesonic,11106.850000000006,125
shoes,Budget brand,millionaire,1473512.8199999954,19421
kids,Affordable brand,redford,489972.0899999999,1499
environment,Budget brand,kelli,4034.3500000000004,50
environment,High-end brand,bork,848788.1000000003,2182
saw,Mid-range brand,fubag,9308.16,128
electronics,High-end brand,canton,43982.18999999999,63
"",Affordable brand,omoikiri,271322.64999999997,1021
"",Budget brand,stanley,1581073.9600000007,28743
appliances,Budget brand,bergner,36126.470000000016,1127
computers,Budget brand,genius,66991.88,3666
"",Budget brand,lashologist,88.92000000000002,26
"",Budget brand,abk,219.64000000000001,19
apparel,Mid-range brand,bumbleride,25273.46,271
toster,Affordable brand,bosch,475613.23000000016,7494
coffee_machine,Affordable brand,gipfel,55073.090000000004,563
scales,Budget brand,saturn,57303.57000000002,5587
"",Budget brand,tuctuc,707.85,11
welding,Budget brand,nexttool,526.08,24
blender,Budget brand,galaxy,61795.209999999985,2475
construction,Affordable brand,bosch,1.684845924000005E7,102714
"",Budget brand,wader,226.57999999999996,12
screw,Budget brand,vihr,163.31,7
"",Affordable brand,sanovit,8747.34,81
electronics,Budget brand,festina,273294.6000000001,3312
construction,Budget brand,paint,1641.9799999999993,58
bicycle,Budget brand,italtrike,22052.770000000004,259
components,Budget brand,bona,24662.289999999997,280
tools,High-end brand,hitachi,709981.3000000002,2612
bicycle,Affordable brand,trinx,327855.1100000003,1910
personal,Mid-range brand,housefit,81924.14,206
toys,Budget brand,starwars,112.77,7
"",Budget brand,bq,7706.999999999995,60
auto,Budget brand,tornado,360.74999999999994,10
personal,Budget brand,remington,328272.97999999986,6399
coffee_grinder,Budget brand,scarlett,18893.790000000005,911
audio,Budget brand,manhattan,2147.68,171
"",Mid-range brand,velvet-santiago,3497701.7400000007,10059
"",Budget brand,heinz,94.99000000000001,85
appliances,High-end brand,chigo,1018718.1099999998,1759
keyboard,High-end brand,apple,664818.8099999998,2527
"",Budget brand,jocelyn,199.81,53
appliances,Budget brand,dam,21173.88000000001,277
kitchen,High-end brand,neff,24699.769999999997,26
environment,Budget brand,domasnijocag,86950.85999999996,4222
clocks,Affordable brand,honor,981897.6899999995,5468
"",Affordable brand,elf,141174.81999999998,844
electronics,Budget brand,nakamichi,171375.71999999997,1638
kitchen,Budget brand,ibili,7621.039999999997,248
tools,Budget brand,mustang,66.92,2
scales,Affordable brand,huawei,90389.10000000006,3005
"",Budget brand,nitecore,155867.63999999998,2736
environment,Budget brand,delsot,88.74,3
headphone,Budget brand,yison,92.58,3
"",Budget brand,thorvik,15741.440000000008,208
appliances,Budget brand,coolfort,282619.0199999998,3887
"",Budget brand,reergmbh,67.98,6
apparel,Affordable brand,rossignol,42341.16000000002,276
furniture,Affordable brand,nuna,110054.21000000004,556
"",High-end brand,rinnai,7515670.249999998,9172
sport,Budget brand,onlitop,5265.240000000002,34
bag,Budget brand,moliabal,89569.48999999996,2245
kids,Budget brand,kskids,1778.8,58
ironing_board,Mid-range brand,delonghi,425303.2800000002,1224
kitchen,Budget brand,coolfort,282619.0199999998,3887
tablet,Budget brand,prestigio,1842792.6299999978,24234
refrigerators,Affordable brand,hansa,3647541.7200000016,14284
components,Affordable brand,teorema,149504.78000000006,809
appliances,Budget brand,acme,35448.26999999998,961
shoes,Budget brand,destra,15595.909999999996,467
"",Budget brand,yegam,849.2399999999999,225
dolls,Budget brand,shopkins,677.7500000000002,84
appliances,Mid-range brand,roborock,2387672.1099999985,5059
hood,Affordable brand,monsher,2642.88,16
components,Budget brand,adata,646349.9800000001,5038
